"SchoolId","SchoolName","SchoolNumber","Enrollment","School Type","ConferencePrim","MainPhone","AthFax","Colors","Nickname","Website","Address1","Address2","City","State","ZipCode","IHSAADistrict","IIAAADistrict","SchoolTwitterId","AthleticDepartmentTwitterId"
"5321b980-10b8-4823-bc30-31cb2b48955b","Evansville North","95","1613","Public","Southern Indiana","812-435-8290","812-435-8373","Green & White","Huskies","https://evansvillenorthathletics.com/","15331 Hwy 41 North ","","Evansville","IN","47725","3","6","","@_HuskyAthletics"
"b3606f3e-c49c-47b4-a63c-fdca8f126a81","Evansville Reitz Memorial","97","661","Private","Southern Indiana","812-476-4973","812-474-2938","Royal Blue & White","Tigers","www.reitzmemorialathletics.com","1500 Lincoln Ave.","","Evansville","IN","47714","3","6","@reitzmemorial","@MemAthletics"
"527d677e-befe-4f62-8010-e622f683966a","Fairfield","98","628","Public","Northeast Corner","574-831-2184","574-831-2187","Navy Blue & Gold","Falcons","fairfieldfalconathletics.com","67530 US Highway 33","","Goshen","IN","46526","1","2","","@FHSFalconScores"
"3f556f5a-359b-4cba-b127-adfef8cdea49","Faith Christian","426","281","Private","Midwest","765-447-2727","","Maroon, Gold","Eagles","www.faitheaglesnest.com","5526 State Road 26 East","","Lafayette","IN","47905","2","1","","@FCS_EagleSpirit"
"1526a61f-3f47-41ba-9642-118256955a79","Fishers","411","3633","Public","Hoosier Crossroads","317-915-4290","317-915-8248","Red/Silver/White","Tigers","https://fisherstigersathletics.com","13000 Promise Rd","","Fishers","IN","46038","2","3","","FHSTigers"
"da032ae7-1c2f-4dc8-a59c-bc25330e8ce7","Floyd Central","99","1767","Public","Hoosier Hills","812-542-8505","812-542-4796","Green & Gold","Highlanders","www.nafcs.org","6575 Old Vincennes Road","","Floyds Knobs","IN","47119","3","5","@FloydCentralHS","@jeffcerq"
"1a76afac-ca39-419c-a75d-e4319f1c9fc7","Forest Park","100","343","Public","Pocket","812-817-0900","812-367-1180","Forest Green & Gold","Rangers","www.gorangersathletics.com","1440 Michigan St.","","Ferdinand","IN","47532","3","6","","@FParkAthletics"
"ae2ec110-f0f9-4a73-948b-fc901e7ffab4","Fort Wayne Bishop Dwenger","105","936","Private","Summit","260-496-4733","260-496-4743","Navy Blue, Gold & White","Saints","www.bishopdwenger.com","1300 E. Washington Ctr. Rd.","","Fort Wayne","IN","46825","1","2","",""
"efaf40c7-1ae3-48d8-8055-ef7cb3acafec","Fort Wayne Bishop Luers","107","537","Private","Summit","260-456-1261","260-456-1262","Red & Black","Knights","www.bishopluers.org","333 E. Paulding Rd.","","Fort Wayne","IN","46816","1","2","@BishopLuers","@BLKnights_AD"
"9404efeb-00bb-405a-8dec-6b2f9a1b6942","Fort Wayne Blackhawk Christian","101","285","Private","Independent","260-493-7470","","Royal Blue & Gold","Braves","https://www.blackhawkchristian.org/student-life/athletics/","7400 E. State Boulevard","","Fort Wayne","IN","46815","1","2","","@BCSAD"
"142e1791-7592-4102-a67c-a39dcfbd085e","Fort Wayne Canterbury","102","199","Private","Independent","260-436-0746","260-407-3554","Navy, Royal Blue, Kelly Green & White","Cavaliers","www.canterburyschool.org","3210 Smith Rd.","","Fort Wayne","IN","46804","1","2","",""
"21b352a0-ca46-49fa-9a9a-e82b8ff48367","Fort Wayne Concordia Lutheran","104","735","Private","Summit","260-483-1102","260-484-6622","Maroon & White","Cadets","www.clhscadets.com","1601 St. Joe River Dr.","","Fort Wayne","IN","46805","1","2","",""
"038ac0ec-5b1e-4133-aac6-c259eb3f659f","Fort Wayne North Side","109","1372","Public","Summit","260-467-2793","260-467-2803","Red & White","Legends","www.fwcs.k12.in.us","475 E. State Blvd.","","Fort Wayne","IN","46805","1","2","",""
"bb5b9c5d-2ef3-41f3-9e42-c06ddeee09c9","Fort Wayne Northrop","108","2112","Public","Summit","260-467-2304","260-467-2305","Orange, Brown & White","Bruins","http://www.parkviewsportsnetwork.com/northrop-bruins","7001 Coldwater Rd.","","Fort Wayne","IN","46825","1","2","","@NorthropSports"
"fa30b4be-4105-474e-bdd9-a1ed05b5ca2d","Fort Wayne Snider","110","1892","Public","Summit","260-450-4486","260-467-4730","Black & Gold","Panthers","FWSniderAthletics.com","4600 Fairlawn Pass","","Fort Wayne","IN","46815","1","2","","@SniderAthletics"
"8d2b4a7d-5192-43a9-9e32-278ead9cd71f","Fort Wayne South Side","111","1475","Public","Summit","260-467-2645","260-467-2665","Kelly Green & White","Archers","https://fwsouthsideathletics.com/","3601 S. Calhoun St.","","Fort Wayne","IN","46807","1","2","@FWArcherNation","@SS_Archers"
"1f327eca-c99f-438d-b2ca-41e07a2d73e8","Fort Wayne Wayne","112","1382","Public","Summit","260-467-6432","260-467-6491","Columbia Blue & Red","Generals","https://www.edline.net/pages/Wayne_High_School","9100 Winchester Rd.","","Fort Wayne","IN","46819","1","2","",""
"50f5c81e-d985-448f-93dc-8b62c76bff28","Fountain Central","113","303","Public","Wabash River","765-294-2206","765-294-3204","Navy & Vegas","Mustangs","fcmustangs.com","750 E US Hwy 136","","Veedersburg","IN","47987","2","3","@FC_Mustangs","@FCMustangSports"
"76918693-3ad2-499a-943e-477f595c1143","Frankfort","114","923","Public","Monon","765-659-6255","","Blue & White","Hot Dogs","www.frankfortschool.org/","1 S. Maish Rd.","","Frankfort","IN","46041","2","3","@FHSHotDogs","@hotdogsports"
"ddd3856b-860f-4c91-863c-4b5befac6658","Franklin Central","115","3455","Public","Hoosier Crossroads","317-803-5037","317-862-7243","Royal Blue & White","Flashes","ftcsc.org","6215 S. Franklin Rd.","","Indianapolis","IN","46259","2","3","@FCHSPrincipal","@FCFlashes"
"44326744-eafa-4b8b-9979-9abd4d06fd9b","Franklin Community","116","1530","Public","Mid-State","317-346-8222","317-738-5703","Royal & White","Grizzly Cubs","https://www.franklinschools.org/Domain/8","2600 Cumberland Drive","","Franklin","IN","46131","3","4","@Franklin_CommHS","@GoGrizzlyCubs"
"dc6364fa-fe83-4b42-88b5-8e388923541e","Franklin County","117","595","Public","Eastern Indiana","765-647-4101","","Navy Blue, Columbia Blue & Silver","Wildcats","www.fccsc.k12.in.us","1 Wildcat Ln.","","Brookville","IN","47012","3","4","","@AthleticsFchs"
"2335ea41-3e8b-4b1a-a49f-60f35964cc74","Frankton","118","475","Public","Central Indiana","765-754-7879","765-754-8594","Red & White","Eagles","www.franktoneaglesathletics.com","610 Clyde St.","","Frankton","IN","46044","2","4","@FranktonEagles","@Franktonathleti"
"b53bd3f9-8e05-4ac3-bcc7-ad3b88bcc5a4","Fremont","119","317","Public","Northeast Corner","260-495-9876","260-495-1838","Red, Black & White","Eagles","http://athletics.fcs.k12.in.us/","P. O. Box 655","","Fremont","IN","46737","1","2","","fremontathletes"
"09fccdad-0df2-405f-9df3-d2e2faae8aa1","Frontier","120","188","Public","Midwest","219-984-5437","","Red & Black","Falcons","https://frontierathletics.com/","1 Falcon Dr.","","Chalmers","IN","47929","2","1","","@FrontierJrSr_AD"
"94ec356b-0259-41d1-8b4c-ccebe6ce9f15","Garrett","121","546","Public","Northeast Corner","260-357-4116","260-357-5000","Maroon & Navy Blue","Railroaders","www.gkb.k12.in.us","801 E. Houston St.","","Garrett","IN","46738","1","2","","@GHSRailroaders"
"713fb1a2-cf42-4827-93ff-9cf9788172c5","Gary West Side","125","1180","Public","Great Lakes","219-413-9870","219-977-2165","Orange & Blue","Cougars","https://www.garycsc.k12.in.us/west-side-page/","900 Gerry St.","","Gary","IN","46406","1","1","",""
"59240afc-c585-4cc3-89da-89f88a5b868d","GEO Next Generation Academy","471","162","Charter","Independent","317-608-6220","","Scarlet, White and Silver","Eagles","https://geonextgenhsindy.org/","4010 N Sherman Dr","","Indianapolis","IN","46226","2","3","geonextgenhs","nextgeneagles"
"9c3575a4-e01d-4451-8590-12575c339cdb","Gibson Southern","127","775","Public","Pocket","812-753-3011","812-753-4862","Maroon, Gold & White","Titans","www.sgibson.k12.in.us","3499 W. 800 S","","Fort Branch","IN","47648","3","6","@GSHSAdvApps","@GSTITANS1"
"11e34627-3c1d-43c3-b099-2c238d7debd1","Glenn","128","623","Public","Indiana Northern (INSC)","574-586-3195","","Black, White, Red","Falcons","glennathletics.com","201 John Glenn Dr.","","Walkerton","IN","46574","1","2","","@glennathletics"
"7d5fb5c6-732a-46ca-b41b-5256297410e7","Goshen","129","1727","Public","Northern Lakes","574-533-8651","574-534-8852","Red & White & Grey","RedHawks","goshenathletics.org","401 Lincolnway East","","Goshen","IN","46526","1","2","@goshenprincipal","@GoshenAD"
"7df0ee0a-1c98-4b0c-ae0d-20ab55a8392c","Greencastle","131","507","Public","Monon","765-653-9711","765-301-4900","Purple & Gray","Tiger Cubs","www.greencastle.k12.in.us","910 East Washington St.","","Greencastle","IN","46135","2","3","",""
"d02a754c-07ae-42c4-91df-2e714470ff16","Greenfield-Central","132","1461","Public","Hoosier Heritage","317-462-9195","317-467-4413","Royal Blue & Yellow Gold","Cougars","www.gchscougars.com","810 N Broadway St","","Greenfield","IN","46140","2","4","@GreenfieldCHS","@GCCougars"
"fb0955df-650c-4a42-9971-8b7adcdb1e97","Greensburg","133","638","Public","Eastern Indiana","812-663-7176","","Blue & White","Pirates","www.greensburg.k12.in.us","1000 E. Central Ave.","","Greensburg","IN","47240","3","4","@GCHSPirates","@Greensburgp"
"5a9537b5-c716-430b-b2e9-0684fd02cd52","Greenwood Christian Academy","409","233","Private","Indiana Crossroads","317-215-5300","","Navy Blue, White, & Grey","Cougars","www.gcak12.org","1495 W Main St.","","Greenwood","IN","46142","3","4","","@gcacougarsath"
"8f56c5e8-0085-4f31-bd44-d4d9c8b386bb","Greenwood Community","134","1199","Public","Mid-State","317-889-4020","317-889-4038","Forest Green & Old Gold","Woodmen","woodmenathletics.com","615 W. Smith Valley Rd.","","Greenwood","IN","46142","3","4","@GHSWoodmen","@Gwoodathletics"
"96386bb6-5a3c-4b8f-a8e2-8e0ec32cadee","Griffith","135","642","Public","Greater South Shore","219-924-4281","219-922-5919","Black & Gold","Panthers","https://griffithathletics.com/","600 N. Wiggs St.","","Griffith","IN","46319","1","1","Griffith high school@griffithhigh","Griffith Athletics@Athletics_GHS"
"a6ec413d-7530-4227-87d2-98faf16f321b","Guerin Catholic","408","805","Private","Circle City","317-582-0120","317-219-0500","Purple & Gold","Golden Eagles","www.guerincatholic.org","15300 Gray Road","","Noblesville","IN","46062","2","3","@GuerinCatholic","@GCHS_Athletics"
"a7c2259e-b436-4462-a31f-8c7b7ef37c17","Hagerstown","136","364","Public","Tri-Eastern","765-489-4511","765-489-4333","Purple & Gold","Tigers","http://nettlecreekschools.com/","701 Baker Rd.","","Hagerstown","IN","47346","3","4","",""
"5b248e61-38fb-4aa6-b250-94c811a7bbb2","Hamilton","137","108","Public","Hoosier Plains","260-488-2161","","Blue & White","Marines","www.hcs.k12.in.us","903 S. Wayne St.","","Hamilton","IN","46742","1","2","",""
"552d9b57-473b-4018-8d0e-b3837cb800a5","Hamilton Heights","138","778","Public","Hoosier","317-984-3551","317-984-3554","Orange, White & Brown","Huskies","www.hhschuskies.org/athletics","25802 S.R. 19","P.O. Box 379","Arcadia","IN","46030","2","3","","@KogdenKurt"
"aac7c995-6a46-4f01-bdc3-7ea39c919d2e","Hamilton Southeastern","139","3418","Public","Hoosier Crossroads","317-594-4196","317-594-0096","Red, White and Blue ","Royals","www.hseathletics.com","12499 Olio Road ","","Fishers","IN","46037","2","3","","@HSEAthletics"
"5caa54c5-1004-4c11-b7e5-1a2108ba3448","Hammond Academy of Science and Technology","433","306","Charter","Independent","219-852-0500","","Black & Vegas Gold","Hawks / HAST","www.hasthawks.org","33 Muenich Ct.","","Hammond","IN","46320","1","1","HAST_HAWKS","HastAthletics "
"e5023edd-bfa9-42dc-b52e-f1000362bc33","Hammond Bishop Noll","144","749","Private","Greater South Shore","219-932-9058","219-937-8469","Blue & Gold","Warriors","www.bishopnoll.org","1519 Hoffman St.","","Hammond","IN","46327","1","1","",""
"53ee21f2-dc5b-4598-aa55-0169f59ae84e","Hammond Central","140","1724","Public","Great Lakes","219-933-2442","","Black, White & Gray","Wolves","www.hammondcentralathletics.com","5926 Calumet Ave.","","Hammond","IN","46320","1","1","@HammondWolves","@hcwolvesathlet1"
"3aa6b1fa-3ad0-44a7-8ec7-bc5a930c93a8","Hammond Morton","143","1329","Public","Great Lakes","219-989-7316","219-989-7370","Scarlet & Gray","Governors","https://www.hammond.k12.in.us/schools/morton-high-school/contact-us","6915 Grand Ave.","","Hammond","IN","46323","1","1","https://twitter.com/MortonHighGovs","@morton_hammond"
"c443d6be-aaa4-45a4-83cb-58b093ea9844","Hanover Central","145","896","Public","Northwest Crossroads","219-374-3800","219-374-4417","Cardinal Red & Columbia Blue","Wildcats","www.hanover.k12.in.us","10120 W. 133rd Ave.","","Cedar Lake","IN","46303","1","1","","@HCHSWildcats"
"d67b11d6-86af-4acd-b611-d4823840b9c5","Harrison (West Lafayette)","147","2164","Public","Independent","765-772-7620","","Burnt Orange & Navy Blue","Raiders","www.harrisonathletics.com","5701 N 50 W","","West Lafayette","IN","47906","2","1","","@RaiderUpdates"
"5ba3716a-ba45-46f0-a59f-690aac0c9629","Hauser","148","282","Public","Mid-Hoosier","812-546-4421","812-546-2005","Black & White","Jets","www.hauserathletics.com","9273 IN-9","","Hope","IN","47246","3","4","","@athleticshauser"
"3f814bfc-b0b7-4fcf-b60a-69680f50ca26","Hebron","149","299","Public","Porter County","219-996-4771","219-996-4019","Red & White","Hawks","https://websites.eventlink.com/s/hebron-schools-indiana","509 S. Main","","Hebron","IN","46341","1","1","","https://x.com/GoHebronHawks"
"5ccddf28-c96b-4c27-80ff-978866ac6ddc","Henryville","150","346","Public","Southern","812-294-1455","812-294-4276","Black & Gold","Hornets","https://hhs.bhsc.school/en-US","213 N. Ferguson St.","","Henryville","IN","47126","3","5","",""
"615ffe11-65e9-49c9-8f2d-b517b765c206","Heritage","151","556","Public","Allen County","260-446-0140","260-446-0146","Red, White & Blue","Patriots","www.eacs.k12.in.us","13608 Monroeville Rd.","","Monroeville","IN","46773","1","2","","@HeritagePride"
"40e78552-112b-4c60-8e0c-156bf74863e3","Heritage Christian","209","511","Private","Circle City","317-813-3913","","Blue & Black","Eagles","www.heritagechristian.net","6401 E. 75th Street","","Indianapolis","IN","46250","2","3","","@HCS_Athletics"
"516b8b35-3f40-4d51-b529-73de1c8ced13","Heritage Hills","152","628","Public","Pocket","812-937-2400","","Red, White & Blue","Patriots","https://www.hhpatriots.com/landing/index","3644 E CR 1600 N","","Lincoln City","IN","47552","3","6","","www.hhpatriots.com"
"0655a842-d39e-437b-9d3f-283b063fb920","Herron","416","1003","Charter","Pioneer","317-231-0010","317-231-3759","Red and Black","Achaeans","www.herronhighschool.org","110 E. 16th St.","","Indianapolis","IN","46202","2","3","","@herronathletics"
"a9403074-18f7-4400-92c1-946f71ddee41","Highland","153","1025","Public","Northwest Crossroads","219-922-5610","","Royal Blue & Gold","Trojans","www.highland.k12.in.us","9135 Erie Street","","Highland","IN","46322","1","1","","@HighlandHighHHS"
"aebd3965-fc09-4f31-899e-48d92cd022c3","Hobart","154","1307","Public","Northwest Crossroads","219-942-8521","219-942-5983","Purple & Gold","Brickies","www.hobart.k12.in.us/hhsathletics","2211 E. 10th Street","","Hobart","IN","46342","1","1","@HobartHs","@AthleticsHobart"
"7d3a7c19-c147-4b92-80b1-01cdc375cd23","Homestead","155","2397","Public","Summit","260-431-2283","260-431-2338","Blue & Gold","Spartans","http://homestead.sacs.k12.in.us/","4310 Homestead Rd.","","Fort Wayne","IN","46814","1","2","@SpartansHHS","@Spartytweets"
"e383a6c0-be42-4ceb-8add-b34e0e5aec5b","Huntington North","157","1438","Public","Northeast 8","260-356-6104","260-356-3469","Red, Black & White","Vikings","www.hnvikings.com","450 MacGahan St.","","Huntington","IN","46750","1","2","","HN Athletics @hnvikings"
"5e2ce5c6-dfaa-49c6-9892-f74d07a5e64d","Illiana Christian","448","631","Private","Greater South Shore","219-558-7066","219-558-7032","Hunter Green, White, Black","Vikings","https://www.illianachristian.org/","10920 Calumet Ave","","Dyer","IN","46311","1","1","@illianachs","@illianasports"
"24988443-a074-4fbf-b846-f93310a369ac","Indian Creek","158","646","Public","Hoosier Legends","317-878-2110","317-878-2119","Red, White & Royal Blue","Braves","www.indiancreekschools.com","803 W. Indian Creek Dr.","","Trafalgar","IN","46181","3","4","@IndianCreekHigh","@ICHSAthletics"
"b934fc50-7a52-49a7-b370-c2352c47d550","Indiana Math & Science Academy","425","211","Charter","Greater Indianapolis","317-259-7300","317-259-7363","Navy Blue & Orange & White","Knights","north.imsaindy.org","7435 N. Keystone Ave","","Indianapolis","IN","46240","2","3","",""
"45d0a656-8aa5-4808-af57-079dcc130a37","Indiana School for the Blind","159","48","Public","Circle City","317-253-1481","","Green & White","Rockets","www.isbvik12.org","2701 N Devon Ave","","Indianapolis","IN","46219","2","3","",""
"189cabd7-d35a-469b-be1e-89191dfd5cb7","Indiana School for the Deaf","160","93","Public","Independent","317-493-0513","317-644-1841","Black & Orange","Deaf Hoosiers","https://www.deafhoosiers.com/","1200 East 42nd Street","","Indianapolis","IN","46205","2","3","","ISDOrioles"
"afcc6ba8-4e03-41b1-9959-65aa9061c4eb","Indianapolis Arsenal Technical","162","2108","Public","Capitol City","317-439-1701","","Green & White","Titans","https://gotitansathletics.com/","1500 E. Michigan St.","","Indianapolis","IN","46201","2","3","@arsenal_tech","@aths_athletics"
"27e55c47-a707-4f59-8ea3-ce8ca4c093af","Indianapolis Bishop Chatard","165","795","Private","Circle City","317-251-1451","317-254-2268","Royal Blue & White","Trojans","www.bishopchatard.org","5885 Crittenden Avenue","","Indianapolis","IN","46220","2","3","@BishopChatardHS","@BCHSAthletics"
"af04d1c9-5069-4b42-8df8-de1adde9fc5f","Indianapolis Cardinal Ritter","170","487","Private","Indiana Crossroads","317-924-4333","317-927-7822","Red, White & Black","Raiders","www.gocardinalritter.org","3360 W. 30th St.","","Indianapolis","IN","46222","2","3","@CRHS_Indy","@CRRAIDERSPORTS"
"7dca15ab-ba5a-43c7-825b-d616589f3e5e","Indianapolis Cathedral","164","1114","Private","Independent","317-542-1481","317-543-5054","Old Gold & Navy Blue","The Fighting Irish","www.gocathedral.com","5225 E. 56th St.","","Indianapolis","IN","46226","2","3","GoCathedral","goCHSathletics"
"f4bb88e4-c08a-4db8-bcb8-5350de59f4f0","Indianapolis Crispus Attucks","418","1318","Public","Independent","317-226-2481","","Forest Green/Vegas Gold","Tigers","","1140 Dr. Martin Luther King Jr. St.","","Indianapolis   ","IN","46202","2","3","@CAttucksIPS","Attucks_Sports"
"2c140fdd-222f-4117-922c-bc017832b73f","Indianapolis George Washington Community","391","754","Public","Greater Indianapolis","317-693-5555","317-226-3273","Purple & White","Continentals","www.ipsacnews.ips.k12.in.us","2215 W. Washington St","","Indianapolis","IN","46222","2","3","",""
"590505a8-64c1-48b1-8f36-fe5ab1f22ebc","Indianapolis Lutheran","167","278","Private","Indiana Crossroads","317-787-5474","","Maroon & Gold","Saints","www.lhsi.org","5555 S. Arlington Ave.","","Indianapolis","IN","46237","2","3","",""
"2adc6fce-5282-4112-9076-a9f9a20d7b0d","Indianapolis Metropolitan","415","259","Charter","Greater Indianapolis","317-524-4000","317-524-4001","Blue/Orange/White","Pumas","www.indianapolismet.org","1635 W. Michigan St.","","Indianapolis","IN","46222","2","3","",""
"58622e28-f1c9-4968-9dbd-e88f0b72de7d","Indianapolis Scecina Memorial","171","420","Private","Indiana Crossroads","317-356-6377","317-353-8325","Cardinal & Gold","Crusaders","www.scecina.org","5000 Nowland Ave.","","Indianapolis","IN","46201","2","3","@ScecinaNow","@SMHSathletics"
"3bdbf132-de2f-45a9-9e71-b30805097113","Indianapolis Shortridge","423","1332","Public","Pioneer","317-226-2810","","Royal Blue and White","Blue Devils","www.myips.org/shs","3401 N. Meridian","","Indianapolis","IN","46208","2","3","@Shortridge","@Blue_Devils_SHS"
"129df18d-7a85-46d9-a13a-80a2eb358b75","International School of Indiana","394","114","Private","Pioneer","317-923-1951","317-923-1910","Navy, Orange","Gryphons","www.isind.org","4330 N. Michigan Rd.","","Indianapolis","IN","46208","2","3","",""
"2f96da48-c32c-4659-9065-62c692ac4b7c","Irvington Preparatory Academy","420","281","Charter","Greater Indianapolis","317-357-3770","317-357-3786","Royal Blue/Black","Ravens","www.ics-charter.org","5751 E. University Avenue","   ","Indianapolis","IN","46219","2","3","",""
"3bf42eca-01a5-459d-b9c9-2c0409be5ec9","Jac-Cen-Del","173","235","Public","Ohio River Valley","812-689-4996","812-689-7423","Columbia Blue & Scarlet","Eagles","jcdeagle.com","4586 N. U.S. 421","","Osgood","IN","47037","3","4","@JCDHighSchool","@JCDSports"
"8068f22d-d55b-421c-a26b-d4e991cb2cc5","Jasper","174","1060","Public","Southern Indiana","812-482-6050","812-634-1768","Black & Gold","Wildcats","https://jasperathletics.com/","1600 St. Charles St.","","Jasper","IN","47546","3","6","@JasperWildcats","@JasperAthletic"
"0f099bca-3b9d-4e40-ab59-238628d63181","Jay County","175","848","Public","Allen County","260-726-9306","260-726-9760","Red, White & Blue","Patriots","www.jayschools.k12.in.us","2072 W State Road 67","","Portland","IN","47371","2","4","",""
"28187923-344c-4cc7-9b7f-b2a04d220d8a","Jeffersonville","176","2291","Public","Hoosier Hills","812-218-1671","","Red & White","Red Devils","www.jeffathletics.com","2315 Allison Ln.","","Jeffersonville","IN","47130","3","5","@JHSRedDevils","@JeffHS_AD"
"93898279-e340-4a87-bdca-da6a047211f9","Jennings County","177","1168","Public","Hoosier Hills","812-346-5588","","Red, White & Blue","Panthers","www.jcsc.org","800 W. Walnut St.","","North Vernon","IN","47265","3","4","",""
"0fe7bbee-e269-46a9-838a-627ec9516699","Jimtown","178","553","Public","Indiana Northern (INSC)","574-295-2343","","Maroon and White","Jimmies","www.jimtownathletics.org","59021 C.R. 3 S.","","Elkhart","IN","46517","1","2","",""
"87e35a5b-e2d9-41cd-873e-1024bea76a77","Kankakee Valley","179","978","Public","Northwest Crossroads","219-956-3143","219-956-3147","Red, White & Black","Kougars","www.kv.k12.in.us","3923 W. State Road 10","","Wheatfield","IN","46392","1","1","","@kvhsathletics"
"8d119d14-3b15-447c-9386-ce9b5821e7ad","KIPP Indy Legacy","467","376","Charter","Independent","317-547-5477","","Royal Blue & White","The Pride","","2255 Ralston Ave","","Indianapolis","IN","46218","2","3","",""
"fd384d19-e00a-47e4-8137-2bd43f14b7f2","Knightstown","180","331","Public","Tri-Eastern","765-345-5155","765-345-5084","Red & Black","Panthers","www.knightstownathletics.com","8149 W US 40","","Knightstown","IN","46148","2","4","","@CAB_Athletics"
"09e71616-8d2c-4d90-bd2c-e72de0075441","Knox","181","477","Public","Hoosier North","574-772-1670","574-772-1681","Red, White & Blue","Redskins","https://gobigredknox.com/","1 Redskin Trail","","Knox","IN","46534","1","1","",""
"172c017e-911e-4af5-bffd-e1b395d8aa2b","Kokomo","182","1684","Public","North Central","765-455-8053","","Red & Blue","Wildkats","www.kokomoathletics.com","2501 S. Berkley Rd.","","Kokomo","IN","46902","2","2","","KHS_AD"
"b1c99b0d-c443-4d06-8006-68909fd0c943","Kouts","183","221","Public","Porter County","219-766-2231","","Black & Gold","Mustangs/Fillies","https://kmhs.eastporter.k12.in.us/apps/pages/index.jsp?uREC_ID=1563916&type=d&pREC_ID=1691330","302 College Ave.","P.O. Box 699","Kouts","IN","46347","1","1","@KoutsMHS","@KoutsAthletics"
"2cbeb7b0-e163-4e0f-b98e-0b7163c77d0b","Lafayette Central Catholic","185","307","Private","Hoosier","765-474-3524","","Navy & White","Knights","lccathletics.com","2410 S. 9th St.","","Lafayette ","IN","47909","2","1"," @lafcatholic","lcc_athletics"
"fd8df5ac-7348-4981-862f-454b6abaee1e","Lafayette Jefferson","186","2089","Public","North Central","765-772-4700","765-772-4799","Red & Black","Bronchos","www.bronchoathletics.com","1801 S. 18th St.","","Lafayette","IN","47905","2","1","@LSClafayette","@JeffAthletics"
"37428714-e556-4828-9d22-a67e912bf0a1","Lake Central","187","2866","Public","Duneland","219-365-8551","219-365-9070","Royal Blue & White","Indians","http://athletics.lcsc.us/index.php","8400 Wicker Ave.","","St. John","IN","46373","1","1","","@LCIndians"
"99901e08-6b95-40b4-b624-95e04927e8c6","Lake Station Edison","189","347","Public","Greater South Shore","219-962-8531","219-962-3972","Red & Black","Fighting Eagles","www.lakes.k12.in.us","3304 Parkside Ave.","","Lake Station","IN","46405","1","1","",""
"fddd404a-abe2-4891-a1e1-f04a7c368554","Lakeland","188","517","Public","Northeast Corner","260-499-2470","260-463-2797","Columbia Blue & Red","Lakers","www.lakelandsports.org","805 E 075 N","","LaGrange","IN","46761","1","2","","@LHS_Sports"
"bd3e983b-996e-43b1-a53a-535b83271a85","Lakeland Christian Academy","428","95","Private","Hoosier Plains","574-267-7265","574-267-5687","Navy and Gold","Cougars","www.lcacougars.com","1093 S. 250 E.","","Winona Lake","IN","46590","1","2","",""
"5cc7e66c-797e-487e-897e-244486416896","Lakewood Park Christian","166","218","Private","Independent","260-925-1393","","Columbia Blue, Black & White","Panthers","www.lpcsathletics.org","5555 C.R. 29","","Auburn","IN","46706","1","2","","lpcsathletics"
"7c78fc13-0261-4d87-a492-b976192e0987","Lanesville","190","236","Public","Southern","812-952-2555","","Purple & White","Eagles","www.lanesville.k12.in.us","2725 Crestview Ave. N.E.","","Lanesville","IN","47136","3","5","","@LanesvilleEagl1"
"d76ba3e7-644e-4759-812e-3b6c5987b03c","Lapel","191","487","Public","Eastern Crossroads","765-534-3036","765-203-9943","Black & Vegas Gold","Bulldogs","https://lapelathletics.com/","1850 South 900 West","","Lapel","IN","46051","2","4","",""
"dc2e4c39-e945-47ce-84e6-6cea11d51fe7","LaPorte","192","1738","Public","Duneland","219-362-3102","","Orange & Black","Slicers","www.lpcsc.k12.in.us","602 F St.","","LaPorte","IN","46350","1","1","@slicerslphs","@lphsathletics"
"a37bc699-2e3d-4b0e-9137-361a0ad91b79","LaVille","193","358","Public","Indiana Northern (INSC)","574-784-3151","574-784-3173","Royal Blue & White","Lancers","www.lavillelancers.com","69969 US Highway 931 S.","","Lakeville","IN","46536","1","2","","@lvathletics"
"b7054a29-a963-457b-8071-94947b824eb7","Lawrence Central","195","2463","Public","Metropolitan","317-964-7440","","Maroon & Gray","Bears","https://lawrencecentral.ltschools.org/","7300 E. 56th St.","","Indianapolis","IN","46226","2","3","@LCHSBears","@LCHSAthletics"
"f0301b40-a4cd-43c2-b3db-011aefb7a02b","Lawrence North","196","2761","Public","Metropolitan","317-964-7711","","Forest Green & Scarlet","Wildcats","lawrencenorth.ltschools.org","7802 Hague Rd.","","Indianapolis","IN","46256","2","3","@LNHSwildcats","@lnwildcats"
"fe15fcbf-f7bf-4ede-9cfe-a5f89a966b85","Lawrenceburg","194","702","Public","Eastern Indiana","812-537-7219","812-532-3319","Orange & Black","Tigers","www.lburg.k12.in.us","100 Tiger Blvd.","","Lawrenceburg","IN","47025","3","4","@LawrenceburgCSC","@LburgTigers"
"c84af48c-a770-43c7-a3a6-9f19b0e6b2a7","Lebanon","197","1080","Public","Sagamore","765-482-0400","765-483-3043","Black & Vegas Gold","Tigers","www.leb.k12.in.us","510 Tiger Way","","Lebanon","IN","46052","2","3","@Lebanon_Schools","@lebanontigers"
"d8a314c3-d7bd-4db8-b794-19dbad22081d","Leo","198","896","Public","Northeast 8","260-446-0180","","Purple & White","Lions","www.eacs.k12.in.us","14600 Amstutz Rd.","","Leo","IN","46765","1","2","",""
"6891eebf-158d-427f-a2dd-04f31cf72b35","Lewis Cass","41","416","Public","Three Rivers","574-626-2511","","Red, White & Navy","Kings","www.lewiscass.net","6422 E. State Road 218","","Walton","IN","46994","1","1","@LewisCassKings",""
